Mod:Item:MetaData, Localized Name
extraplanets:oxygen_tank_heavy_full_green, Heavy Oxygen Tank
extraplanets:oxygen_tank_heavy_full_brown, Heavy Oxygen Tank
extraplanets:oxygen_tank_heavy_full_blue, Heavy Oxygen Tank
extraplanets:oxygen_tank_heavy_full_purple, Heavy Oxygen Tank
extraplanets:oxygen_tank_heavy_full_cyan, Heavy Oxygen Tank
extraplanets:oxygen_tank_heavy_full_light_gray, Heavy Oxygen Tank
extraplanets:oxygen_tank_heavy_full_gray, Heavy Oxygen Tank
extraplanets:oxygen_tank_heavy_full_pink, Heavy Oxygen Tank
extraplanets:oxygen_tank_heavy_full_yellow, Heavy Oxygen Tank
extraplanets:oxygen_tank_heavy_full_light_blue, Heavy Oxygen Tank
extraplanets:oxygen_tank_heavy_full_magenta, Heavy Oxygen Tank
extraplanets:oxygen_tank_heavy_full_orange, Heavy Oxygen Tank
extraplanets:oxygen_tank_heavy_full_white, Heavy Oxygen Tank
gregtech:sword, item.gt.tool.sword.name.name
gregtech:pickaxe, item.gt.tool.pickaxe.name.name
gregtech:shovel, item.gt.tool.shovel.name.name
gregtech:axe, item.gt.tool.axe.name.name
gregtech:hoe, item.gt.tool.hoe.name.name
gregtech:saw, item.gt.tool.saw.name.name
gregtech:hammer, item.gt.tool.hammer.name.name
gregtech:mallet, item.gt.tool.mallet.name.name
gregtech:mining_hammer, item.gt.tool.mining_hammer.name.name
gregtech:spade, item.gt.tool.spade.name.name
gregtech:wrench, item.gt.tool.wrench.name.name
gregtech:file, item.gt.tool.file.name.name
gregtech:crowbar, item.gt.tool.crowbar.name.name
gregtech:screwdriver, item.gt.tool.screwdriver.name.name
gregtech:mortar, item.gt.tool.mortar.name.name
gregtech:wire_cutter, item.gt.tool.wire_cutter.name.name
gregtech:scythe, item.gt.tool.scythe.name.name
gregtech:knife, item.gt.tool.knife.name.name
gregtech:butchery_knife, item.gt.tool.butchery_knife.name.name
gregtech:drill_lv, item.gt.tool.drill_lv.name.name
gregtech:drill_mv, item.gt.tool.drill_mv.name.name
gregtech:drill_hv, item.gt.tool.drill_hv.name.name
gregtech:drill_ev, item.gt.tool.drill_ev.name.name
gregtech:drill_iv, item.gt.tool.drill_iv.name.name
gregtech:chainsaw_lv, item.gt.tool.chainsaw_lv.name.name
gregtech:wrench_lv, item.gt.tool.wrench_lv.name.name
gregtech:wrench_hv, item.gt.tool.wrench_hv.name.name
gregtech:wrench_iv, item.gt.tool.wrench_iv.name.name
gregtech:buzzsaw, item.gt.tool.buzzsaw.name.name
gregtech:screwdriver_lv, item.gt.tool.screwdriver_lv.name.name
gregtech:plunger, item.gt.tool.plunger.name.name
gregtech:machine:1, Small Steam Solid Fuel Boiler
gregtech:machine:2, High Pressure Steam Solid Fuel Boiler
gregtech:machine:3, Steam Solar Boiler
gregtech:machine:4, High Pressure Steam Solar Boiler
gregtech:machine:5, Small Steam Liquid Boiler
gregtech:machine:6, High Pressure Steam Liquid Boiler
gregtech:machine:7, Steam Extractor
gregtech:machine:8, High Pressure Steam Extractor
gregtech:machine:9, Steam Macerator
gregtech:machine:10, High Pressure Steam Macerator
gregtech:machine:11, Steam Compressor
gregtech:machine:12, High Pressure Steam Compressor
gregtech:machine:13, Steam Forge Hammer
gregtech:machine:14, High Pressure Steam Forge Hammer
gregtech:machine:15, Steam Furnace
gregtech:machine:16, High Pressure Steam Furnace
gregtech:machine:17, Steam Alloy Smelter
gregtech:machine:18, High Pressure Steam Alloy Smelter
gregtech:machine:19, Steam Rock Breaker
gregtech:machine:20, High Pressure Steam Rock Breaker
gregtech:machine:21, Steam Miner
gregtech:machine:50, Basic Electric Furnace
gregtech:machine:51, Advanced Electric Furnace
gregtech:machine:52, Advanced Electric Furnace II
gregtech:machine:53, Advanced Electric Furnace III
gregtech:machine:54, Elite Electric Furnace
gregtech:machine:55, Elite Electric Furnace II
gregtech:machine:56, Elite Electric Furnace III
gregtech:machine:57, Ultimate Electric Furnace
gregtech:machine:58, Epic Electric Furnace
gregtech:machine:59, Epic Electric Furnace II
gregtech:machine:60, Epic Electric Furnace III
gregtech:machine:61, Epic Electric Furnace IV
gregtech:machine:62, Legendary Electric Furnace
gregtech:machine:65, Basic Macerator
gregtech:machine:66, Advanced Macerator
gregtech:machine:67, Advanced Macerator II
gregtech:machine:68, Advanced Macerator III
gregtech:machine:69, Elite Macerator
gregtech:machine:70, Elite Macerator II
gregtech:machine:71, Elite Macerator III
gregtech:machine:72, Ultimate Macerator
gregtech:machine:73, Epic Macerator
gregtech:machine:74, Epic Macerator II
gregtech:machine:75, Epic Macerator III
gregtech:machine:76, Epic Macerator IV
gregtech:machine:77, Legendary Macerator
gregtech:machine:80, Basic Alloy Smelter
gregtech:machine:81, Advanced Alloy Smelter
gregtech:machine:82, Advanced Alloy Smelter II
gregtech:machine:83, Advanced Alloy Smelter III
gregtech:machine:84, Elite Alloy Smelter
gregtech:machine:85, Elite Alloy Smelter II
gregtech:machine:86, Elite Alloy Smelter III
gregtech:machine:87, Ultimate Alloy Smelter
gregtech:machine:88, Epic Alloy Smelter
gregtech:machine:89, Epic Alloy Smelter II
gregtech:machine:90, Epic Alloy Smelter III
gregtech:machine:91, Epic Alloy Smelter IV
gregtech:machine:92, Legendary Alloy Smelter
gregtech:machine:93, Overpowered Alloy Smelter
gregtech:machine:95, Basic Arc Furnace
gregtech:machine:96, Advanced Arc Furnace
gregtech:machine:97, Advanced Arc Furnace II
gregtech:machine:98, Advanced Arc Furnace III
gregtech:machine:99, Elite Arc Furnace
gregtech:machine:100, Elite Arc Furnace II
gregtech:machine:101, Elite Arc Furnace III
gregtech:machine:102, Ultimate Arc Furnace
gregtech:machine:103, Epic Arc Furnace
gregtech:machine:104, Epic Arc Furnace II
gregtech:machine:105, Epic Arc Furnace III
gregtech:machine:106, Epic Arc Furnace IV
gregtech:machine:107, Legendary Arc Furnace
gregtech:machine:108, Overpowered Arc Furnace
gregtech:machine:110, Basic Assembling Machine
gregtech:machine:111, Advanced Assembling Machine
gregtech:machine:112, Advanced Assembling Machine II
gregtech:machine:113, Advanced Assembling Machine III
gregtech:machine:114, Elite Assembling Machine
gregtech:machine:115, Elite Assembling Machine II
gregtech:machine:116, Elite Assembling Machine III
gregtech:machine:117, Ultimate Assembling Machine
gregtech:machine:118, Epic Assembling Machine
gregtech:machine:119, Epic Assembling Machine II
gregtech:machine:120, Epic Assembling Machine III
gregtech:machine:121, Epic Assembling Machine IV
gregtech:machine:122, Legendary Assembling Machine
gregtech:machine:123, Overpowered Assembler
gregtech:machine:125, Basic Autoclave
gregtech:machine:126, Advanced Autoclave
gregtech:machine:127, Advanced Autoclave II
gregtech:machine:128, Advanced Autoclave III
gregtech:machine:129, Elite Autoclave
gregtech:machine:130, Elite Autoclave II
gregtech:machine:131, Elite Autoclave III
gregtech:machine:132, Ultimate Autoclave
gregtech:machine:133, Epic Autoclave
gregtech:machine:134, Epic Autoclave II
gregtech:machine:135, Epic Autoclave III
gregtech:machine:136, Epic Autoclave IV
gregtech:machine:137, Legendary Autoclave
gregtech:machine:138, Overpowered Autoclave
gregtech:machine:140, Basic Bending Machine
gregtech:machine:141, Advanced Bending Machine
gregtech:machine:142, Advanced Bending Machine II
gregtech:machine:143, Advanced Bending Machine III
gregtech:machine:144, Elite Bending Machine
gregtech:machine:145, Elite Bending Machine II
gregtech:machine:146, Elite Bending Machine III
gregtech:machine:147, Ultimate Bending Machine
gregtech:machine:148, Epic Bending Machine
gregtech:machine:149, Epic Bending Machine II
gregtech:machine:150, Epic Bending Machine III
gregtech:machine:151, Epic Bending Machine IV
gregtech:machine:152, Legendary Bending Machine
gregtech:machine:153, Overpowered Bender
gregtech:machine:155, Basic Brewery
gregtech:machine:156, Advanced Brewery
gregtech:machine:157, Advanced Brewery II
gregtech:machine:158, Advanced Brewery III
gregtech:machine:159, Elite Brewery
gregtech:machine:160, Elite Brewery II
gregtech:machine:161, Elite Brewery III
gregtech:machine:162, Ultimate Brewery
gregtech:machine:163, Epic Brewery
gregtech:machine:164, Epic Brewery II
gregtech:machine:165, Epic Brewery III
gregtech:machine:166, Epic Brewery IV
gregtech:machine:167, Legendary Brewery
gregtech:machine:168, Overpowered Brewery
gregtech:machine:170, Basic Canning Machine
gregtech:machine:171, Advanced Canning Machine
gregtech:machine:172, Advanced Canning Machine II
gregtech:machine:173, Advanced Canning Machine III
gregtech:machine:174, Elite Canning Machine
gregtech:machine:175, Elite Canning Machine II
gregtech:machine:176, Elite Canning Machine III
gregtech:machine:177, Ultimate Canning Machine
gregtech:machine:178, Epic Canning Machine
gregtech:machine:179, Epic Canning Machine II
gregtech:machine:180, Epic Canning Machine III
gregtech:machine:181, Epic Canning Machine IV
gregtech:machine:182, Legendary Canning Machine
gregtech:machine:183, Overpowered Canner
gregtech:machine:185, Basic Centrifuge
gregtech:machine:186, Advanced Centrifuge
gregtech:machine:187, Advanced Centrifuge II
gregtech:machine:188, Advanced Centrifuge III
gregtech:machine:189, Elite Centrifuge
gregtech:machine:190, Elite Centrifuge II
gregtech:machine:191, Elite Centrifuge III
gregtech:machine:192, Ultimate Centrifuge
gregtech:machine:193, Epic Centrifuge
gregtech:machine:194, Epic Centrifuge II
gregtech:machine:195, Epic Centrifuge III
gregtech:machine:196, Epic Centrifuge IV
gregtech:machine:197, Legendary Centrifuge
gregtech:machine:198, Overpowered Centrifuge
gregtech:machine:200, Basic Chemical Bath
gregtech:machine:201, Advanced Chemical Bath
gregtech:machine:202, Advanced Chemical Bath II
gregtech:machine:203, Advanced Chemical Bath III
gregtech:machine:204, Elite Chemical Bath
gregtech:machine:205, Elite Chemical Bath II
gregtech:machine:206, Elite Chemical Bath III
gregtech:machine:207, Ultimate Chemical Bath
gregtech:machine:208, Epic Chemical Bath
gregtech:machine:209, Epic Chemical Bath II
gregtech:machine:210, Epic Chemical Bath III
gregtech:machine:211, Epic Chemical Bath IV
gregtech:machine:212, Legendary Chemical Bath
gregtech:machine:213, Overpowered Chemical Bath
gregtech:machine:215, Basic Chemical Reactor
gregtech:machine:216, Advanced Chemical Reactor
gregtech:machine:217, Advanced Chemical Reactor II
gregtech:machine:218, Advanced Chemical Reactor III
gregtech:machine:219, Elite Chemical Reactor
gregtech:machine:220, Elite Chemical Reactor II
gregtech:machine:221, Elite Chemical Reactor III
gregtech:machine:222, Ultimate Chemical Reactor
gregtech:machine:223, Epic Chemical Reactor
gregtech:machine:224, Epic Chemical Reactor II
gregtech:machine:225, Epic Chemical Reactor III
gregtech:machine:226, Epic Chemical Reactor IV
gregtech:machine:227, Legendary Chemical Reactor
gregtech:machine:228, Overpowered Chemical Reactor
gregtech:machine:230, Basic Compressor
gregtech:machine:231, Advanced Compressor
gregtech:machine:232, Advanced Compressor II
gregtech:machine:233, Advanced Compressor III
gregtech:machine:234, Elite Compressor
gregtech:machine:235, Elite Compressor II
gregtech:machine:236, Elite Compressor III
gregtech:machine:237, Ultimate Compressor
gregtech:machine:238, Epic Compressor
gregtech:machine:239, Epic Compressor II
gregtech:machine:240, Epic Compressor III
gregtech:machine:241, Epic Compressor IV
gregtech:machine:242, Legendary Compressor
gregtech:machine:243, Overpowered Compressor
gregtech:machine:245, Basic Cutting Machine
gregtech:machine:246, Advanced Cutting Machine
gregtech:machine:247, Advanced Cutting Machine II
gregtech:machine:248, Advanced Cutting Machine III
gregtech:machine:249, Elite Cutting Machine
gregtech:machine:250, Elite Cutting Machine II
gregtech:machine:251, Elite Cutting Machine III
gregtech:machine:252, Ultimate Cutting Machine
gregtech:machine:253, Epic Cutting Machine
gregtech:machine:254, Epic Cutting Machine II
gregtech:machine:255, Epic Cutting Machine III
gregtech:machine:256, Epic Cutting Machine IV
gregtech:machine:257, Legendary Cutting Machine
gregtech:machine:258, Overpowered Cutter
gregtech:machine:260, Basic Distillery
gregtech:machine:261, Advanced Distillery
gregtech:machine:262, Advanced Distillery II
gregtech:machine:263, Advanced Distillery III
gregtech:machine:264, Elite Distillery
gregtech:machine:265, Elite Distillery II
gregtech:machine:266, Elite Distillery III
gregtech:machine:267, Ultimate Distillery
gregtech:machine:268, Epic Distillery
gregtech:machine:269, Epic Distillery II
gregtech:machine:270, Epic Distillery III
gregtech:machine:271, Epic Distillery IV
gregtech:machine:272, Legendary Distillery
gregtech:machine:273, Overpowered Distillery
gregtech:machine:275, Basic Electrolyzer
gregtech:machine:276, Advanced Electrolyzer
gregtech:machine:277, Advanced Electrolyzer II
gregtech:machine:278, Advanced Electrolyzer III
gregtech:machine:279, Elite Electrolyzer
gregtech:machine:280, Elite Electrolyzer II
gregtech:machine:281, Elite Electrolyzer III
gregtech:machine:282, Ultimate Electrolyzer
gregtech:machine:283, Epic Electrolyzer
gregtech:machine:284, Epic Electrolyzer II
gregtech:machine:285, Epic Electrolyzer III
gregtech:machine:286, Epic Electrolyzer IV
gregtech:machine:287, Legendary Electrolyzer
gregtech:machine:288, Overpowered Electrolyzer
gregtech:machine:290, Basic Electromagnetic Separator
gregtech:machine:291, Advanced Electromagnetic Separator
gregtech:machine:292, Advanced Electromagnetic Separator II
gregtech:machine:293, Advanced Electromagnetic Separator III
gregtech:machine:294, Elite Electromagnetic Separator
gregtech:machine:295, Elite Electromagnetic Separator II
gregtech:machine:296, Elite Electromagnetic Separator III
gregtech:machine:297, Ultimate Electromagnetic Separator
gregtech:machine:298, Epic Electromagnetic Separator
gregtech:machine:299, Epic Electromagnetic Separator II
gregtech:machine:300, Epic Electromagnetic Separator III
gregtech:machine:301, Epic Electromagnetic Separator IV
gregtech:machine:302, Legendary Electromagnetic Separator
gregtech:machine:303, Overpowered Electromagnetic Separator
gregtech:machine:305, Basic Extractor
gregtech:machine:306, Advanced Extractor
gregtech:machine:307, Advanced Extractor II
gregtech:machine:308, Advanced Extractor III
gregtech:machine:309, Elite Extractor
gregtech:machine:310, Elite Extractor II
gregtech:machine:311, Elite Extractor III
gregtech:machine:312, Ultimate Extractor
gregtech:machine:313, Epic Extractor
gregtech:machine:314, Epic Extractor II
gregtech:machine:315, Epic Extractor III
gregtech:machine:316, Epic Extractor IV
gregtech:machine:317, Legendary Extractor
gregtech:machine:318, Overpowered Extractor
gregtech:machine:320, Basic Extruder
gregtech:machine:321, Advanced Extruder
gregtech:machine:322, Advanced Extruder II
gregtech:machine:323, Advanced Extruder III
gregtech:machine:324, Elite Extruder
gregtech:machine:325, Elite Extruder II
gregtech:machine:326, Elite Extruder III
gregtech:machine:327, Ultimate Extruder
gregtech:machine:328, Epic Extruder
gregtech:machine:329, Epic Extruder II
gregtech:machine:330, Epic Extruder III
gregtech:machine:331, Epic Extruder IV
gregtech:machine:332, Legendary Extruder
gregtech:machine:333, Overpowered Extruder
gregtech:machine:335, Basic Fermenter
gregtech:machine:336, Advanced Fermenter
gregtech:machine:337, Advanced Fermenter II
gregtech:machine:338, Advanced Fermenter III
gregtech:machine:339, Elite Fermenter
gregtech:machine:340, Elite Fermenter II
gregtech:machine:341, Elite Fermenter III
gregtech:machine:342, Ultimate Fermenter
gregtech:machine:343, Epic Fermenter
gregtech:machine:344, Epic Fermenter II
gregtech:machine:345, Epic Fermenter III
gregtech:machine:346, Epic Fermenter IV
gregtech:machine:347, Legendary Fermenter
gregtech:machine:348, Overpowered Fermenter
gregtech:machine:380, Basic Fluid Heater
gregtech:machine:381, Advanced Fluid Heater
gregtech:machine:382, Advanced Fluid Heater II
gregtech:machine:383, Advanced Fluid Heater III
gregtech:machine:384, Elite Fluid Heater
gregtech:machine:385, Elite Fluid Heater II
gregtech:machine:386, Elite Fluid Heater III
gregtech:machine:387, Ultimate Fluid Heater
gregtech:machine:388, Epic Fluid Heater
gregtech:machine:389, Epic Fluid Heater II
gregtech:machine:390, Epic Fluid Heater III
gregtech:machine:391, Epic Fluid Heater IV
gregtech:machine:392, Legendary Fluid Heater
gregtech:machine:393, Overpowered Fluid Heater
gregtech:machine:395, Basic Fluid Solidifier
gregtech:machine:396, Advanced Fluid Solidifier
gregtech:machine:397, Advanced Fluid Solidifier II
gregtech:machine:398, Advanced Fluid Solidifier III
gregtech:machine:399, Elite Fluid Solidifier
gregtech:machine:400, Elite Fluid Solidifier II
gregtech:machine:401, Elite Fluid Solidifier III
gregtech:machine:402, Ultimate Fluid Solidifier
gregtech:machine:403, Epic Fluid Solidifier
gregtech:machine:404, Epic Fluid Solidifier II
gregtech:machine:405, Epic Fluid Solidifier III
gregtech:machine:406, Epic Fluid Solidifier IV
gregtech:machine:407, Legendary Fluid Solidifier
gregtech:machine:408, Overpowered Fluid Solidifier
gregtech:machine:410, Basic Forge Hammer
gregtech:machine:411, Advanced Forge Hammer
gregtech:machine:412, Advanced Forge Hammer II
gregtech:machine:413, Advanced Forge Hammer III
gregtech:machine:414, Elite Forge Hammer
gregtech:machine:415, Elite Forge Hammer II
gregtech:machine:416, Elite Forge Hammer III
gregtech:machine:417, Ultimate Forge Hammer
gregtech:machine:418, Epic Forge Hammer
gregtech:machine:419, Epic Forge Hammer II
gregtech:machine:420, Epic Forge Hammer III
gregtech:machine:421, Epic Forge Hammer IV
gregtech:machine:422, Legendary Forge Hammer
gregtech:machine:423, Overpowered Forge Hammer
gregtech:machine:425, Basic Forming Press
gregtech:machine:426, Advanced Forming Press
gregtech:machine:427, Advanced Forming Press II
gregtech:machine:428, Advanced Forming Press III
gregtech:machine:429, Elite Forming Press
gregtech:machine:430, Elite Forming Press II
gregtech:machine:431, Elite Forming Press III
gregtech:machine:432, Ultimate Forming Press
gregtech:machine:433, Epic Forming Press
gregtech:machine:434, Epic Forming Press II
gregtech:machine:435, Epic Forming Press III
gregtech:machine:436, Epic Forming Press IV
gregtech:machine:437, Legendary Forming Press
gregtech:machine:438, Overpowered Forming Press
gregtech:machine:440, Basic Lathe
gregtech:machine:441, Advanced Lathe
gregtech:machine:442, Advanced Lathe II
gregtech:machine:443, Advanced Lathe III
gregtech:machine:444, Elite Lathe
gregtech:machine:445, Elite Lathe II
gregtech:machine:446, Elite Lathe III
gregtech:machine:447, Ultimate Lathe
gregtech:machine:448, Epic Lathe
gregtech:machine:449, Epic Lathe II
gregtech:machine:450, Epic Lathe III
gregtech:machine:451, Epic Lathe IV
gregtech:machine:452, Legendary Lathe
gregtech:machine:453, Overpowered Lathe
gregtech:machine:455, Basic Scanner
gregtech:machine:456, Advanced Scanner
gregtech:machine:457, Advanced Scanner II
gregtech:machine:458, Advanced Scanner III
gregtech:machine:459, Elite Scanner
gregtech:machine:460, Elite Scanner II
gregtech:machine:461, Elite Scanner III
gregtech:machine:462, Ultimate Scanner
gregtech:machine:463, Epic Scanner
gregtech:machine:464, Epic Scanner II
gregtech:machine:465, Epic Scanner III
gregtech:machine:466, Epic Scanner IV
gregtech:machine:467, Legendary Scanner
gregtech:machine:468, gregtech.machine.scanner.max.name
gregtech:machine:470, Basic Mixer
gregtech:machine:471, Advanced Mixer
gregtech:machine:472, Advanced Mixer II
gregtech:machine:473, Advanced Mixer III
gregtech:machine:474, Elite Mixer
gregtech:machine:475, Elite Mixer II
gregtech:machine:476, Elite Mixer III
gregtech:machine:477, Ultimate Mixer
gregtech:machine:478, Epic Mixer
gregtech:machine:479, Epic Mixer II
gregtech:machine:480, Epic Mixer III
gregtech:machine:481, Epic Mixer IV
gregtech:machine:482, Legendary Mixer
gregtech:machine:483, Overpowered Mixer
gregtech:machine:485, Basic Ore Washing Plant
gregtech:machine:486, Advanced Ore Washing Plant
gregtech:machine:487, Advanced Ore Washing Plant II
gregtech:machine:488, Advanced Ore Washing Plant III
gregtech:machine:489, Elite Ore Washing Plant
gregtech:machine:490, Elite Ore Washing Plant II
gregtech:machine:491, Elite Ore Washing Plant III
gregtech:machine:492, Ultimate Ore Washing Plant
gregtech:machine:493, Epic Ore Washing Plant
gregtech:machine:494, Epic Ore Washing Plant II
gregtech:machine:495, Epic Ore Washing Plant III
gregtech:machine:496, Epic Ore Washing Plant IV
gregtech:machine:497, Legendary Ore Washing Plant
gregtech:machine:498, Overpowered Ore Washer
gregtech:machine:500, Basic Packager
gregtech:machine:501, Advanced Packager
gregtech:machine:502, Advanced Packager II
gregtech:machine:503, Advanced Packager III
gregtech:machine:504, Elite Packager
gregtech:machine:505, Elite Packager II
gregtech:machine:506, Elite Packager III
gregtech:machine:507, Ultimate Packager
gregtech:machine:508, Epic Packager
gregtech:machine:509, Epic Packager II
gregtech:machine:510, Epic Packager III
gregtech:machine:511, Epic Packager IV
gregtech:machine:512, Legendary Packager
gregtech:machine:513, Overpowered Packer
gregtech:machine:530, Basic Gas Collector
gregtech:machine:531, Advanced Gas Collector
gregtech:machine:532, Advanced Gas Collector II
gregtech:machine:533, Advanced Gas Collector III
gregtech:machine:534, Elite Gas Collector
gregtech:machine:535, Elite Gas Collector II
gregtech:machine:536, Elite Gas Collector III
gregtech:machine:537, Ultimate Gas Collector
gregtech:machine:538, Epic Gas Collector
gregtech:machine:539, Epic Gas Collector II
gregtech:machine:540, Epic Gas Collector III
gregtech:machine:541, Epic Gas Collector IV
gregtech:machine:542, Legendary Gas Collector
gregtech:machine:543, gregtech.machine.gas_collector.max.name
gregtech:machine:545, Basic Polarizer
gregtech:machine:546, Advanced Polarizer
gregtech:machine:547, Advanced Polarizer II
gregtech:machine:548, Advanced Polarizer III
gregtech:machine:549, Elite Polarizer
gregtech:machine:550, Elite Polarizer II
gregtech:machine:551, Elite Polarizer III
gregtech:machine:552, Ultimate Polarizer
gregtech:machine:553, Epic Polarizer
gregtech:machine:554, Epic Polarizer II
gregtech:machine:555, Epic Polarizer III
gregtech:machine:556, Epic Polarizer IV
gregtech:machine:557, Legendary Polarizer
gregtech:machine:558, Overpowered Polarizer
gregtech:machine:560, Basic Precision Laser Engraver
gregtech:machine:561, Advanced Precision Laser Engraver
gregtech:machine:562, Advanced Precision Laser Engraver II
gregtech:machine:563, Advanced Precision Laser Engraver III
gregtech:machine:564, Elite Precision Laser Engraver
gregtech:machine:565, Elite Precision Laser Engraver II
gregtech:machine:566, Elite Precision Laser Engraver III
gregtech:machine:567, Ultimate Precision Laser Engraver
gregtech:machine:568, Epic Precision Laser Engraver
gregtech:machine:569, Epic Precision Laser Engraver II
gregtech:machine:570, Epic Precision Laser Engraver III
gregtech:machine:571, Epic Precision Laser Engraver IV
gregtech:machine:572, Legendary Precision Laser Engraver
gregtech:machine:573, Overpowered Laser Engraver
gregtech:machine:575, Basic Sifting Machine
gregtech:machine:576, Advanced Sifting Machine
gregtech:machine:577, Advanced Sifting Machine II
gregtech:machine:578, Advanced Sifting Machine III
gregtech:machine:579, Elite Sifting Machine
gregtech:machine:580, Elite Sifting Machine II
gregtech:machine:581, Elite Sifting Machine III
gregtech:machine:582, Ultimate Sifting Machine
gregtech:machine:583, Epic Sifting Machine
gregtech:machine:584, Epic Sifting Machine II
gregtech:machine:585, Epic Sifting Machine III
gregtech:machine:586, Epic Sifting Machine IV
gregtech:machine:587, Legendary Sifting Machine
gregtech:machine:588, Overpowered Sifter
gregtech:machine:605, Basic Thermal Centrifuge
gregtech:machine:606, Advanced Thermal Centrifuge
gregtech:machine:607, Advanced Thermal Centrifuge II
gregtech:machine:608, Advanced Thermal Centrifuge III
gregtech:machine:609, Elite Thermal Centrifuge
gregtech:machine:610, Elite Thermal Centrifuge II
gregtech:machine:611, Elite Thermal Centrifuge III
gregtech:machine:612, Ultimate Thermal Centrifuge
gregtech:machine:613, Epic Thermal Centrifuge
gregtech:machine:614, Epic Thermal Centrifuge II
gregtech:machine:615, Epic Thermal Centrifuge III
gregtech:machine:616, Epic Thermal Centrifuge IV
gregtech:machine:617, Legendary Thermal Centrifuge
gregtech:machine:618, Overpowered Thermal Centrifuge
gregtech:machine:620, Basic Wiremill
gregtech:machine:621, Advanced Wiremill
gregtech:machine:622, Advanced Wiremill II
gregtech:machine:623, Advanced Wiremill III
gregtech:machine:624, Elite Wiremill
gregtech:machine:625, Elite Wiremill II
gregtech:machine:626, Elite Wiremill III
gregtech:machine:627, Ultimate Wiremill
gregtech:machine:628, Epic Wiremill
gregtech:machine:629, Epic Wiremill II
gregtech:machine:630, Epic Wiremill III
gregtech:machine:631, Epic Wiremill IV
gregtech:machine:632, Legendary Wiremill
gregtech:machine:633, Overpowered Wiremill
gregtech:machine:635, Basic Circuit Assembler
gregtech:machine:636, Advanced Circuit Assembler
gregtech:machine:637, Advanced Circuit Assembler II
gregtech:machine:638, Advanced Circuit Assembler III
gregtech:machine:639, Elite Circuit Assembler
gregtech:machine:640, Elite Circuit Assembler II
gregtech:machine:641, Elite Circuit Assembler III
gregtech:machine:642, Ultimate Circuit Assembler
gregtech:machine:643, Epic Circuit Assembler
gregtech:machine:644, Epic Circuit Assembler II
gregtech:machine:645, Epic Circuit Assembler III
gregtech:machine:646, Epic Circuit Assembler IV
gregtech:machine:647, Legendary Circuit Assembler
gregtech:machine:648, Overpowered Circuit Assembler
gregtech:machine:665, Basic Rock Breaker
gregtech:machine:666, Advanced Rock Breaker
gregtech:machine:667, Advanced Rock Breaker II
gregtech:machine:668, Advanced Rock Breaker III
gregtech:machine:669, Elite Rock Breaker
gregtech:machine:670, Elite Rock Breaker II
gregtech:machine:671, Elite Rock Breaker III
gregtech:machine:672, Ultimate Rock Breaker
gregtech:machine:673, Epic Rock Breaker
gregtech:machine:674, Epic Rock Breaker II
gregtech:machine:675, Epic Rock Breaker III
gregtech:machine:676, Epic Rock Breaker IV
gregtech:machine:677, Legendary Rock Breaker
gregtech:machine:920, Basic Miner
gregtech:machine:921, Advanced Miner
gregtech:machine:922, Advanced Miner II
gregtech:machine:935, Basic Combustion Generator
gregtech:machine:936, Advanced Combustion Generator
gregtech:machine:937, Turbo Combustion Generator
gregtech:machine:950, Basic Steam Turbine
gregtech:machine:951, Advanced Steam Turbine
gregtech:machine:952, Turbo Steam Turbine
gregtech:machine:965, Basic Gas Turbine
gregtech:machine:966, Advanced Gas Turbine
gregtech:machine:967, Turbo Gas Turbine
gregtech:machine:980, Basic Item Collector
gregtech:machine:981, Advanced Item Collector
gregtech:machine:982, Advanced Item Collector II
gregtech:machine:983, Advanced Item Collector III
gregtech:machine:984, Magic Energy Absorber
gregtech:machine:985, ULV Machine Hull
gregtech:machine:986, LV Machine Hull
gregtech:machine:987, MV Machine Hull
gregtech:machine:988, HV Machine Hull
gregtech:machine:989, EV Machine Hull
gregtech:machine:990, IV Machine Hull
gregtech:machine:991, LuV Machine Hull
gregtech:machine:992, ZPM Machine Hull
gregtech:machine:993, UV Machine Hull
gregtech:machine:994, UHV Machine Hull
gregtech:machine:995, UEV Machine Hull
gregtech:machine:996, UIV Machine Hull
gregtech:machine:997, UXV Machine Hull
gregtech:machine:998, OpV Machine Hull
gregtech:machine:999, MAX Machine Hull
gregtech:machine:1000, Primitive Blast Furnace
gregtech:machine:1001, Electric Blast Furnace
gregtech:machine:1002, Vacuum Freezer
gregtech:machine:1003, Implosion Compressor
gregtech:machine:1004, Pyrolyse Oven
gregtech:machine:1005, Distillation Tower
gregtech:machine:1006, Multi Smelter
gregtech:machine:1007, Large Combustion Engine
gregtech:machine:1008, Extreme Combustion Engine
gregtech:machine:1009, Oil Cracking Unit
gregtech:machine:1010, Large Steam Turbine
gregtech:machine:1011, Large Gas Turbine
gregtech:machine:1012, Large Plasma Turbine
gregtech:machine:1013, Large Bronze Boiler
gregtech:machine:1014, Large Steel Boiler
gregtech:machine:1015, Large Titanium Boiler
gregtech:machine:1016, Large Tungstensteel Boiler
gregtech:machine:1017, Coke Oven
gregtech:machine:1018, Coke Oven Hatch
gregtech:machine:1019, Assembly Line
gregtech:machine:1020, Fusion Reactor Computer Mark 1
gregtech:machine:1021, Fusion Reactor Computer Mark 2
gregtech:machine:1022, Fusion Reactor Computer Mark 3
gregtech:machine:1023, Large Chemical Reactor
